date,open,high,low,close,volume
2017-03-17,116.75,117.081,116.326,116.326,4101623
2017-03-20,116.326,116.677,115.988,116.359,1715256
2017-03-21,116.565,116.71,115.128,115.154,2720817
2017-03-22,115.26,115.935,114.439,115.75,2390248
2017-03-23,115.518,116.339,114.942,115.776,2590792
2017-03-24,115.975,116.227,114.829,115.121,2231753
2017-03-27,114.366,115.339,113.968,115.081,2257591
2017-03-28,115.194,115.896,114.571,115.571,2441094
2017-03-29,115.432,115.558,114.876,115.194,2137473
2017-03-30,115.141,115.624,115.028,115.141,2194762
2017-03-31,115.22,115.863,115.028,115.326,2018392
